token,category_id,category
levels the playing field,3,fairness.virtue
tit for tat,3,fairness.virtue
retaliate,3,fairness.virtue
level the playing field,3,fairness.virtue
eye for an eye,3,fairness.virtue
square deals,3,fairness.virtue
repayment,3,fairness.virtue
payback,3,fairness.virtue
equities,3,fairness.virtue
justify,3,fairness.virtue
dues,3,fairness.virtue
square dealing,3,fairness.virtue
referee,3,fairness.virtue
repaid,3,fairness.virtue
square dealer,3,fairness.virtue
equalizer,3,fairness.virtue
due processes,3,fairness.virtue
level playing fields,3,fairness.virtue
repay,3,fairness.virtue
compensates,3,fairness.virtue
justifying,3,fairness.virtue
due processing,3,fairness.virtue
due process,3,fairness.virtue
repayments,3,fairness.virtue
repaying,3,fairness.virtue
level playing field,3,fairness.virtue
retaliating,3,fairness.virtue
square dealers,3,fairness.virtue
retaliated,3,fairness.virtue
refereed,3,fairness.virtue
revenger,3,fairness.virtue
avenging,3,fairness.virtue
repays,3,fairness.virtue
trusted,3,fairness.virtue
avenge,3,fairness.virtue
retaliates,3,fairness.virtue
equalizers,3,fairness.virtue
avenged,3,fairness.virtue
avenges,3,fairness.virtue
cheat,4,fairness.vice
unfair,4,fairness.vice
cheating,4,fairness.vice
unfairness,4,fairness.vice
injustice,4,fairness.vice
fraud,4,fairness.vice
dishonest,4,fairness.vice
unjust,4,fairness.vice
cheated,4,fairness.vice
fraudulent,4,fairness.vice
cheats,4,fairness.vice
frauds,4,fairness.vice
dishonesty,4,fairness.vice
cheaters,4,fairness.vice
deception,4,fairness.vice
injustices,4,fairness.vice
swindle,4,fairness.vice
inequity,4,fairness.vice
hypocrisy,4,fairness.vice
discrimination,4,fairness.vice
unequal,4,fairness.vice
cheater,4,fairness.vice
inequities,4,fairness.vice
defraud,4,fairness.vice
racism,4,fairness.vice
scam,4,fairness.vice
liar,4,fairness.vice
defrauds,4,fairness.vice
betrayal,4,fairness.vice
deceit,4,fairness.vice
defrauded,4,fairness.vice
inequality,4,fairness.vice
liars,4,fairness.vice
defrauders,4,fairness.vice
hypocrite,4,fairness.vice
biased,4,fairness.vice
ripoffs,4,fairness.vice
scams,4,fairness.vice
fleecing,4,fairness.vice
defrauder,4,fairness.vice
discriminates,4,fairness.vice
mislead,4,fairness.vice
inequalities,4,fairness.vice
prejudice,4,fairness.vice
fleeced,4,fairness.vice
defrauding,4,fairness.vice
ripoff,4,fairness.vice
scamming,4,fairness.vice
imposters,4,fairness.vice
exploitation,4,fairness.vice
crooked,4,fairness.vice
oppress,4,fairness.vice
racist,4,fairness.vice
oppression,4,fairness.vice
imposter,4,fairness.vice
swindled,4,fairness.vice
hypocrites,4,fairness.vice
plagiarism,4,fairness.vice
lied,4,fairness.vice
untrustworthiness,4,fairness.vice
hoodwink,4,fairness.vice
scammed,4,fairness.vice
blackmail,4,fairness.vice
bilks,4,fairness.vice
swindling,4,fairness.vice
betrayed,4,fairness.vice
bias,4,fairness.vice
connive,4,fairness.vice
crooks,4,fairness.vice
deceive,4,fairness.vice
freeloaders,4,fairness.vice
favoritism,4,fairness.vice
disparity,4,fairness.vice
swindles,4,fairness.vice
deceived,4,fairness.vice
exploiters,4,fairness.vice
misleading,4,fairness.vice
discriminated,4,fairness.vice
bilked,4,fairness.vice
deceiving,4,fairness.vice
untrustworthy,4,fairness.vice
prejudiced,4,fairness.vice
false advertise,4,fairness.vice
scammers,4,fairness.vice
swindler,4,fairness.vice
theft,4,fairness.vice
duplicitous,4,fairness.vice
hoodwinked,4,fairness.vice
bigoted,4,fairness.vice
sexism,4,fairness.vice
disproportionate,4,fairness.vice
swindlers,4,fairness.vice
discriminate,4,fairness.vice
conniving,4,fairness.vice
sexist,4,fairness.vice
betraying,4,fairness.vice
hoodwinking,4,fairness.vice
partiality,4,fairness.vice
misleads,4,fairness.vice
disproportion,4,fairness.vice
economic disparity,4,fairness.vice
exploiter,4,fairness.vice
bilk,4,fairness.vice
biases,4,fairness.vice
bigots,4,fairness.vice
distrust,4,fairness.vice
dupe,4,fairness.vice
crook,4,fairness.vice
racists,4,fairness.vice
con artist,4,fairness.vice
bilking,4,fairness.vice
blackmailing,4,fairness.vice
deceives,4,fairness.vice
betrayers,4,fairness.vice
deceiver,4,fairness.vice
blackmailed,4,fairness.vice
duping,4,fairness.vice
shyster,4,fairness.vice
connivers,4,fairness.vice
imbalanced,4,fairness.vice
con artists,4,fairness.vice
sexists,4,fairness.vice
thieving,4,fairness.vice
betray,4,fairness.vice
imbalance,4,fairness.vice
disproportions,4,fairness.vice
disproportionately,4,fairness.vice
freeloader,4,fairness.vice
misleaders,4,fairness.vice
connived,4,fairness.vice
shysters,4,fairness.vice
scammer,4,fairness.vice
connives,4,fairness.vice
conniver,4,fairness.vice
disadvantaged,4,fairness.vice
plagiaristic,4,fairness.vice
moocher,4,fairness.vice
dupes,4,fairness.vice
discriminating,4,fairness.vice
tricked,4,fairness.vice
segregation,4,fairness.vice
false advertised,4,fairness.vice
thief,4,fairness.vice
betrayer,4,fairness.vice
bigot,4,fairness.vice
exploiting,4,fairness.vice
lying,4,fairness.vice
thieves,4,fairness.vice
stealing,4,fairness.vice
suckered,4,fairness.vice
deceivers,4,fairness.vice
bamboozled,4,fairness.vice
false advertisement,4,fairness.vice
freeload,4,fairness.vice
bamboozle,4,fairness.vice
did rob,4,fairness.vice
freeloading,4,fairness.vice
steal,4,fairness.vice
pickpocketing,4,fairness.vice
blackmailer,4,fairness.vice
prejudicing,4,fairness.vice
chauvinists,4,fairness.vice
exploit,4,fairness.vice
misleader,4,fairness.vice
hoodwinks,4,fairness.vice
false advertiser,4,fairness.vice
imbalances,4,fairness.vice
pickpocketed,4,fairness.vice
exploited,4,fairness.vice
pickpockets,4,fairness.vice
bamboozles,4,fairness.vice
tricking,4,fairness.vice
taking advantage,4,fairness.vice
pickpocket,4,fairness.vice
false advertisers,4,fairness.vice
biasing,4,fairness.vice
false impression,4,fairness.vice
bamboozling,4,fairness.vice
false witness,4,fairness.vice
robs,4,fairness.vice
moochers,4,fairness.vice
betrays,4,fairness.vice
robbing,4,fairness.vice
false advertises,4,fairness.vice
false impressions,4,fairness.vice
blackmails,4,fairness.vice
double cross,4,fairness.vice
blackmailers,4,fairness.vice
will rob,4,fairness.vice
stolen,4,fairness.vice
distrustful,4,fairness.vice
false advertising,4,fairness.vice
double crossers,4,fairness.vice
mooches,4,fairness.vice
disproportioned,4,fairness.vice
mooching,4,fairness.vice
segregated,4,fairness.vice
double crosser,4,fairness.vice
robbed,4,fairness.vice
misleadingly,4,fairness.vice
segregating,4,fairness.vice
stole,4,fairness.vice
double crosses,4,fairness.vice
being partial,4,fairness.vice
exploits,4,fairness.vice
distrusts,4,fairness.vice
mooch,4,fairness.vice
segregate,4,fairness.vice
robbers,4,fairness.vice
distrusted,4,fairness.vice
double crossing,4,fairness.vice
distrusting,4,fairness.vice
double crossed,4,fairness.vice
be partial,4,fairness.vice
go back on,4,fairness.vice
stacking the deck,4,fairness.vice
robber,4,fairness.vice
segregates,4,fairness.vice
ripping off,4,fairness.vice
trickster,4,fairness.vice
rips off,4,fairness.vice
behind their backs,4,fairness.vice
mooched,4,fairness.vice
stacked the deck,4,fairness.vice
was partial,4,fairness.vice
am partial,4,fairness.vice
stacked deck,4,fairness.vice
stacks the deck,4,fairness.vice
behind their back,4,fairness.vice
been partial,4,fairness.vice
free rider,4,fairness.vice
ripped off,4,fairness.vice
free riders,4,fairness.vice
deceivingly,4,fairness.vice
steals,4,fairness.vice
unequaled,4,fairness.vice
team player,5,loyalty.virtue
player,5,loyalty.virtue
patriot,5,loyalty.virtue
loyal,5,loyalty.virtue
loyalty,5,loyalty.virtue
patriots,5,loyalty.virtue
follower,5,loyalty.virtue
fidelity,5,loyalty.virtue
allegiance,5,loyalty.virtue
ally,5,loyalty.virtue
comrade,5,loyalty.virtue
loyalties,5,loyalty.virtue
death do us part,5,loyalty.virtue
faction,5,loyalty.virtue
comrades,5,loyalty.virtue
allegiances,5,loyalty.virtue
sacrifice,5,loyalty.virtue
allies,5,loyalty.virtue
organization,5,loyalty.virtue
followers,5,loyalty.virtue
us against them,5,loyalty.virtue
sacrifices,5,loyalty.virtue
all for one,5,loyalty.virtue
camaraderie,5,loyalty.virtue
comradery,5,loyalty.virtue
one for all,5,loyalty.virtue
fellow,5,loyalty.virtue
family,5,loyalty.virtue
allegiant,5,loyalty.virtue
corps,5,loyalty.virtue
unity,5,loyalty.virtue
union jack,5,loyalty.virtue
uniter,5,loyalty.virtue
old glory,5,loyalty.virtue
companions,5,loyalty.virtue
country,5,loyalty.virtue
companion,5,loyalty.virtue
homeland,5,loyalty.virtue
sacrificing,5,loyalty.virtue
indivisible,5,loyalty.virtue
sacrificed,5,loyalty.virtue
solidarity,5,loyalty.virtue
troops,5,loyalty.virtue
nation,5,loyalty.virtue
cult,5,loyalty.virtue
kinship,5,loyalty.virtue
companionship,5,loyalty.virtue
clique,5,loyalty.virtue
allied,5,loyalty.virtue
community,5,loyalty.virtue
group,5,loyalty.virtue
factions,5,loyalty.virtue
familiarity,5,loyalty.virtue
solidarities,5,loyalty.virtue
enlist,5,loyalty.virtue
companionships,5,loyalty.virtue
wife,5,loyalty.virtue
united,5,loyalty.virtue
belongs,5,loyalty.virtue
congregation,5,loyalty.virtue
brothers in arms,5,loyalty.virtue
clan,5,loyalty.virtue
trooper,5,loyalty.virtue
sect,5,loyalty.virtue
enlisted,5,loyalty.virtue
enlistment,5,loyalty.virtue
tribalism,5,loyalty.virtue
cohorts,5,loyalty.virtue
war,5,loyalty.virtue
joining,5,loyalty.virtue
troop,5,loyalty.virtue
sacrificial,5,loyalty.virtue
coalition,5,loyalty.virtue
insider,5,loyalty.virtue
pledge,5,loyalty.virtue
cohort,5,loyalty.virtue
enlisting,5,loyalty.virtue
unite,5,loyalty.virtue
communion,5,loyalty.virtue
familiarities,5,loyalty.virtue
belong,5,loyalty.virtue
ingroup,5,loyalty.virtue
belonged,5,loyalty.virtue
company,5,loyalty.virtue
collective,5,loyalty.virtue
fellows,5,loyalty.virtue
cliques,5,loyalty.virtue
uniting,5,loyalty.virtue
clans,5,loyalty.virtue
hazing,5,loyalty.virtue
congregates,5,loyalty.virtue
herd,5,loyalty.virtue
sects,5,loyalty.virtue
uniters,5,loyalty.virtue
undivided,5,loyalty.virtue
unites,5,loyalty.virtue
pledgers,5,loyalty.virtue
coalitions,5,loyalty.virtue
enlists,5,loyalty.virtue
grouping,5,loyalty.virtue
insiders,5,loyalty.virtue
families,5,loyalty.virtue
troupe,5,loyalty.virtue
fellowship,5,loyalty.virtue
kin,5,loyalty.virtue
pledger,5,loyalty.virtue
horde,5,loyalty.virtue
nations,5,loyalty.virtue
tribe,5,loyalty.virtue
hordes,5,loyalty.virtue
pledges,5,loyalty.virtue
herder,5,loyalty.virtue
commune,5,loyalty.virtue
cults,5,loyalty.virtue
congregations,5,loyalty.virtue
organizations,5,loyalty.virtue
herds,5,loyalty.virtue
pledging,5,loyalty.virtue
communities,5,loyalty.virtue
familiar,5,loyalty.virtue
hazings,5,loyalty.virtue
belonging,5,loyalty.virtue
pledged,5,loyalty.virtue
bowed,5,loyalty.virtue
collectively,5,loyalty.virtue
together,5,loyalty.virtue
groups,5,loyalty.virtue
homelands,5,loyalty.virtue
collectives,5,loyalty.virtue
troopers,5,loyalty.virtue
tribes,5,loyalty.virtue
companies,5,loyalty.virtue
countries,5,loyalty.virtue
troupes,5,loyalty.virtue
fellowships,5,loyalty.virtue
tribal,5,loyalty.virtue
communes,5,loyalty.virtue
herders,5,loyalty.virtue
grouped,5,loyalty.virtue
herding,5,loyalty.virtue
congregate,5,loyalty.virtue
herded,5,loyalty.virtue
congregating,5,loyalty.virtue
traitor,6,loyalty.vice
disloyal,6,loyalty.vice
treason,6,loyalty.vice
traitors,6,loyalty.vice
betray,6,loyalty.vice
betraying,6,loyalty.vice
betrayer,6,loyalty.vice
betrayers,6,loyalty.vice
unpatriotic,6,loyalty.vice
betrayed,6,loyalty.vice
treachery,6,loyalty.vice
enemies,6,loyalty.vice
backstabber,6,loyalty.vice
backstabbed,6,loyalty.vice
heretic,6,loyalty.vice
enemy,6,loyalty.vice
betrays,6,loyalty.vice
deserter,6,loyalty.vice
infidels,6,loyalty.vice
infidel,6,loyalty.vice
backstab,6,loyalty.vice
deserting,6,loyalty.vice
apostate,6,loyalty.vice
heresy,6,loyalty.vice
backstabbers,6,loyalty.vice
heretics,6,loyalty.vice
unfaithful,6,loyalty.vice
rebellion,6,loyalty.vice
desertion,6,loyalty.vice
deserters,6,loyalty.vice
apostates,6,loyalty.vice
unfaithfulness,6,loyalty.vice
backstabbing,6,loyalty.vice
rebel,6,loyalty.vice
cheat on,6,loyalty.vice
treacherous,6,loyalty.vice
backstabs,6,loyalty.vice
heresies,6,loyalty.vice
outsider,6,loyalty.vice
outgroup,6,loyalty.vice
cheated on,6,loyalty.vice
against us,6,loyalty.vice
cheating on,6,loyalty.vice
rebels,6,loyalty.vice
infidelity,6,loyalty.vice
outgroups,6,loyalty.vice
rebellions,6,loyalty.vice
outsiders,6,loyalty.vice
cheats on,6,loyalty.vice
respect,7,authority.virtue
obey,7,authority.virtue
authority,7,authority.virtue
obeyed,7,authority.virtue
deference,7,authority.virtue
reverence,7,authority.virtue
respecting,7,authority.virtue
obeying,7,authority.virtue
tradition,7,authority.virtue
adhere,7,authority.virtue
obeys,7,authority.virtue
revere,7,authority.virtue
govern,7,authority.virtue
comply,7,authority.virtue
respectful,7,authority.virtue
honor,7,authority.virtue
adhered,7,authority.virtue
allegiance,7,authority.virtue
dictates,7,authority.virtue
nobility,7,authority.virtue
forbid,7,authority.virtue
dominion,7,authority.virtue
governed,7,authority.virtue
obedient,7,authority.virtue
reveres,7,authority.virtue
adhering,7,authority.virtue
governs,7,authority.virtue
governing,7,authority.virtue
oppress,7,authority.virtue
respected,7,authority.virtue
respectfully,7,authority.virtue
honorable,7,authority.virtue
dictate,7,authority.virtue
commandments,7,authority.virtue
commandment,7,authority.virtue
venerate,7,authority.virtue
politeness,7,authority.virtue
respects,7,authority.virtue
obedience,7,authority.virtue
divine right,7,authority.virtue
forbids,7,authority.virtue
permission,7,authority.virtue
veneration,7,authority.virtue
hierarchy,7,authority.virtue
forbade,7,authority.virtue
honoring,7,authority.virtue
proper,7,authority.virtue
venerated,7,authority.virtue
stature,7,authority.virtue
acquiesce,7,authority.virtue
adherence,7,authority.virtue
deferential,7,authority.virtue
leadership,7,authority.virtue
punish,7,authority.virtue
forbidding,7,authority.virtue
revered,7,authority.virtue
filial piety,7,authority.virtue
patriarchs,7,authority.virtue
decree,7,authority.virtue
coerce,7,authority.virtue
dominions,7,authority.virtue
dictating,7,authority.virtue
venerating,7,authority.virtue
wear the crown,7,authority.virtue
venerates,7,authority.virtue
institution,7,authority.virtue
